TILEMAP
290 53 							-- Size of tile map in tiles
8 8 							-- Tile size & block size
images/levels/stairs.png 	-- Tilesheet
8 8 								-- Number of tiles in tilesheet
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
                                                                                                                                                                                                                                                                                                  
          78                                                                                                        87                                                                                                                                                                            
          42                                                                                                        13                                                                                                                                                                            
           42                                                                                                      13                                                                                                                                                                             
            42                                                                                                    13                                                                                                                                                                              
             42                                                                                                  13                                                                                                                                                                               
              42                                                                                                13                                                                                                                                                                                
               42                                                                                              13                                                                                                                                                                                 
                42                                                                                            13                                                                                                                                                                                  
                 42                                                                                          13                                                                                                                                                                                   
                  42                                                                                        13                                                                                                                                                                                    
                   42                                                                                      13                                                                                                                                                                                     
                    42                                                                                    13                                                                                                                                                                                      
                     42                                                                                  13                                                                                                                                                                                       
                      42                                                                                13                                                                                                                                                                                        
                            87                                                                              78                                                                                                                                                                                    
                            13                                                                              42                                                                                                                                                                                    
                           13                                                                                42                                                                                                                                                                                   
                          13                                                                                  42                                                                                                                                                                                  
                         13                                                                                    42                                                                                                                                                                                 
                        13                                                                                      42                                                                                                                                                                                
                       13                                                                                        42                                                                                                                                                                               
                      13                                                                                          42                                                                                                                                                                              
                     13                                                                                            42                                                                                                                                                                             
                    13                                                                                              42                                                                                                                                                                            
                   13                                                                                                42                                                                                                                                                                           
                  13                                                                                                  42                                                                                                                                                                          
                 13                                                                                                    42                                                                                                                                                                         
                13                                                                                                      42                                                                                                                                                                        
               13                                                                                                        42                                                                                                                                                                       
              13                                                                                                          42                                                                                                                                                                      
                                                                                                                                                                                                                                                                                                  
